appid,date,newinstalls,predictionloss,daureal,maureal,category,ratings,daily_ratings,reviews,daily_reviews
com.app.86367,2024-01-01,1968,2438,89883,660867,FINANCE,41891,28,18151,37
com.app.18711,2024-01-01,1364,2184,78810,422698,BUSINESS,56121,4,14906,3
com.app.36257,2024-01-01,7511,8388,475571,1974569,BUSINESS,97211,12,56560,26
com.app.88509,2024-01-01,53137,27530,4094009,24681884,OTHERS,961533,365,496734,157
com.app.93131,2024-01-01,137,1785,12443,33407,BUSINESS,2958,1,1241,1
com.app.19821,2024-01-01,19353,26520,582584,5196286,FOOD_AND_DRINK,802778,12,278232,21
com.app.60770,2024-01-01,177,1785,8727,38642,FOOD_AND_DRINK,3569,1,1718,0
com.app.15675,2024-01-01,3490,2503,83565,795879,FINANCE,546582,220,83173,204
com.app.35851,2024-01-01,1513,9746,12464,177939,OTHERS,24503,8,6186,0
com.app.78470,2024-01-01,3393,4499,17139,472638,SHOPPING,97924,7,27241,23
com.app.68015,2024-01-01,3533,27138,78253,1326216,OTHERS,554215,13,136064,24
com.app.64140,2024-01-01,791,8607,50451,736659,SHOPPING,200814,64,26378,18
com.app.61743,2024-01-01,1132,3874,33807,490644,SHOPPING,201401,37,47813,7
com.app.87362,2024-01-01,8628,26471,210524,814273,OTHERS,664013,26,258046,15
com.app.84714,2024-01-01,1612,13974,124602,966721,OTHERS,338894,110,59012,10
com.app.93571,2024-01-01,21526,125918,2080191,12623649,OTHERS,1039113,699,318955,81
com.app.17806,2024-01-01,5955,27040,163431,3502553,OTHERS,682224,154,168471,57
com.app.82896,2024-01-01,1218,3006,9976,184014,FINANCE,15353,20,3296,18
com.app.77385,2024-01-01,3136,4497,239768,1934660,FINANCE,197329,187,79637,25
com.app.32607,2024-01-01,1744,1878,59951,531437,FINANCE,80077,72,20927,23
com.app.21603,2024-01-01,2519,7679,384877,6911370,FINANCE,61150,61,18158,50
com.app.80525,2024-01-01,962,5611,9391,239493,FINANCE,287872,1,158760,0
com.app.31679,2024-01-01,2160,4287,157532,1349262,FINANCE,277813,132,139907,19
com.app.33540,2024-01-01,8068,8170,393961,3643110,FINANCE,223848,297,82172,46
com.app.62109,2024-01-01,10128,16793,847493,7033633,FINANCE,810247,622,316558,73
com.app.41189,2024-01-01,13830,45759,4954347,19039746,FINANCE,3499378,766,952285,171
com.app.19772,2024-01-01,1125,5986,155132,892322,FINANCE,180081,30,56227,10
com.app.80610,2024-01-01,10890,112183,611934,10237530,BUSINESS,893104,191,359446,120
com.app.44002,2024-01-01,243,4889,12282,140912,TRAVEL_AND_LOCAL,7942,12,3336,2
com.app.23305,2024-01-01,37009,147684,4686374,29605840,OTHERS,2544917,392,1131299,210
com.app.24343,2024-01-01,2257,6201,17130,196445,TRAVEL_AND_LOCAL,14156,12,4356,1
com.app.99432,2024-01-01,8039,15147,791535,2978711,BUSINESS,245095,6,138531,17
com.app.85231,2024-01-01,443,1718,8888,73394,FINANCE,36486,0,21539,2
com.app.36648,2024-01-01,415,1546,184528,684357,FINANCE,145442,26,46032,4
com.app.31454,2024-01-01,190,1786,1823,49430,OTHERS,1132,0,694,0
com.app.59245,2024-01-01,326,1933,8223,179370,FINANCE,7126,1,3949,3
com.app.31097,2024-01-01,1858,8966,15959,170464,TRAVEL_AND_LOCAL,8452,8,3153,5
com.app.95194,2024-01-01,10958,27237,333135,4878634,SHOPPING,533663,123,213386,40
com.app.60423,2024-01-01,2092,5779,44667,678081,SHOPPING,83679,16,42077,9
com.app.74794,2024-01-01,5104,12659,153064,1773743,SHOPPING,202922,14,73209,8
com.app.48189,2024-01-01,164,1405,5598,43743,FINANCE,24353,6,9099,0
com.app.37904,2024-01-01,12508,14344,72094,674433,SHOPPING,455,27,262,10
com.app.22262,2024-01-01,2832,3231,60546,611692,FINANCE,83471,125,17281,16
com.app.72653,2024-01-01,1030,1516,15223,111971,FINANCE,36075,2,15277,2
com.app.55481,2024-01-01,1200,2863,16664,287974,FINANCE,47504,9,25356,9
com.app.65327,2024-01-01,3094,4450,48634,595117,SHOPPING,198997,9,66228,4
com.app.96897,2024-01-01,1209,3186,24199,323985,FINANCE,11232,12,5273,7
com.app.40009,2024-01-01,718,1818,77592,296839,OTHERS,63500,5,25251,0
com.app.68335,2024-01-01,384,1782,7938,68700,FINANCE,4738,1,3219,0
com.app.95243,2024-01-01,1962,3281,59920,509353,FINANCE,27176,12,15084,23
com.app.14509,2024-01-01,24465,37538,777969,5880590,FINANCE,1242231,149,584161,136
com.app.66274,2024-01-01,365,549,6360,76404,BUSINESS,22252,2,12705,2
com.app.71740,2024-01-01,100,1463,2809,34421,FINANCE,8327,1,4351,1
com.app.37148,2024-01-01,233,1387,8020,53055,FINANCE,15880,3,8605,0
com.app.64353,2024-01-01,786,2579,174753,721779,FINANCE,24028,6,9239,2
com.app.94251,2024-01-01,734,1309,40357,199856,FINANCE,67651,13,17101,7
com.app.95444,2024-01-01,443,1924,1818,34388,FINANCE,2786,0,1039,0
com.app.97988,2024-01-01,362,6269,5790,60640,SHOPPING,10744,0,4233,0
com.app.64851,2024-01-01,134,1638,3897,79821,FINANCE,10012,6,1145,2
com.app.24391,2024-01-01,65,2158,4469,79117,OTHERS,1090,11,713,3
com.app.36612,2024-01-01,299,4879,16499,168893,SHOPPING,1002,6,476,1
com.app.24438,2024-01-01,4868,10804,52117,546565,OTHERS,74411,48,29169,20
com.app.59849,2024-01-01,2230,21683,50658,1444325,OTHERS,1475082,-35,375742,-29
com.app.30329,2024-01-01,24915,79693,797005,10432652,FOOD_AND_DRINK,1391576,909,170012,65
com.app.64764,2024-01-01,1218,2289,15510,148869,FINANCE,41633,8,15421,5
com.app.50760,2024-01-01,362,681,18317,168484,BUSINESS,58438,0,11151,2
com.app.54019,2024-01-01,449,4615,4534,79498,SHOPPING,2078,0,266,0
com.app.45949,2024-01-01,10719,35178,429948,2907303,OTHERS,469895,953,41746,145
com.app.87209,2024-01-01,40,1921,2568,66299,FINANCE,2275,16,462,5
com.app.62062,2024-01-01,871,4554,22618,497189,SHOPPING,52665,1,1845,2
com.app.37541,2024-01-01,2912,3158,33224,435389,SHOPPING,155429,5,47489,3
com.app.13655,2024-01-01,881,1569,10149,77387,FINANCE,62744,1,26406,1
com.app.92210,2024-01-01,550,4314,11512,107772,TRAVEL_AND_LOCAL,8836,2,3539,1
com.app.45088,2024-01-01,17979,72342,2808172,12119811,FINANCE,2617006,927,459476,166
com.app.31404,2024-01-01,145,1400,6411,42136,FINANCE,13220,1,6915,2
com.app.97802,2024-01-01,191,7483,2160,55413,OTHERS,2401,2,1006,0
com.app.23207,2024-01-01,992,7306,50825,323154,FOOD_AND_DRINK,110825,2,27956,4
com.app.48065,2024-01-01,6655,26888,448498,4183012,SHOPPING,523243,67,101194,10
com.app.58221,2024-01-01,756,10296,40264,607572,OTHERS,91876,14,17555,8
com.app.36145,2024-01-01,6423,12418,167802,1960613,SHOPPING,187616,9,70045,20
com.app.91525,2024-01-01,155,7329,4306,63307,TRAVEL_AND_LOCAL,3851,5,699,1
com.app.18251,2024-01-01,502,2361,28317,239789,FINANCE,74124,17,15540,21
com.app.64634,2024-01-01,102,2093,1321,14988,TRAVEL_AND_LOCAL,536,0,331,0
com.app.37873,2024-01-01,562,15237,24350,266649,OTHERS,46716,2,16352,3
com.app.37962,2024-01-01,2712,7841,91226,1429993,TRAVEL_AND_LOCAL,81955,18,38968,12
com.app.91093,2024-01-01,4354,9485,422240,2451703,FINANCE,168817,9,94588,19
com.app.88832,2024-01-01,954,4572,18002,176479,SHOPPING,5507,1,2470,3
com.app.38566,2024-01-01,1582,4575,52243,435810,BUSINESS,74356,22,24360,10
com.app.72306,2024-01-01,619,8554,20559,254350,BUSINESS,34279,3,14602,4
com.app.47280,2024-01-01,22308,60707,5677441,21334210,FINANCE,6348856,699,1464398,127
com.app.96938,2024-01-01,0,1722,13563,139100,OTHERS,43624,2,15366,3
com.app.88311,2024-01-01,748,2811,5032,60124,FINANCE,4059,6,650,0
com.app.97976,2024-01-01,870,9631,4090,86561,SHOPPING,7930,5,3000,1
com.app.72656,2024-01-01,1278,3824,49103,417049,OTHERS,45714,5,8850,5
com.app.19872,2024-01-01,503,1602,26131,241034,OTHERS,43195,5,4994,4
com.app.90842,2024-01-01,980,1753,24495,161953,FINANCE,41272,1,21655,5
com.app.78794,2024-01-01,51178,125654,4765296,21926370,FINANCE,2113445,78,954725,25
com.app.38543,2024-01-01,754,6461,5713,102534,SHOPPING,18832,1,7268,2
com.app.47938,2024-01-01,595,1903,1629,34510,SHOPPING,2651,1,1212,1
com.app.89044,2024-01-01,72,1938,899,9655,FINANCE,1306,0,807,0
com.app.85803,2024-01-01,115,885,2874,61716,BUSINESS,3146,1,851,2
com.app.81754,2024-01-01,178,7152,8651,76160,TRAVEL_AND_LOCAL,691,0,401,1
com.app.88484,2024-01-01,20312,80350,1850565,11457303,SHOPPING,1931159,235,688383,66
com.app.89034,2024-01-01,412,1809,42885,369293,OTHERS,2472,11,1567,8
com.app.53788,2024-01-01,161,1395,1263,17535,OTHERS,12724,0,5829,0
com.app.16773,2024-01-01,5410,12790,431770,2473982,FINANCE,110200,15,62232,16
com.app.92275,2024-01-01,4230,5245,57670,758684,SHOPPING,223767,12,28025,1
com.app.31153,2024-01-01,24587,45584,1337381,5876215,FINANCE,1036500,381,182229,86
com.app.20657,2024-01-01,175,1902,2425,28508,OTHERS,7603,1,1308,1
com.app.90856,2024-01-01,458,2682,23538,167110,FINANCE,15506,4,6722,4
com.app.34625,2024-01-01,955,2640,13097,167914,FINANCE,8244,1,2906,2
com.app.78762,2024-01-01,177,11209,87844,182490,OTHERS,89091,-1,33870,-1
com.app.79754,2024-01-01,639,5393,6067,158905,OTHERS,97735,73,6464,15
com.app.60633,2024-01-01,477,9896,9178,444314,OTHERS,176622,1,18311,5
com.app.17441,2024-01-01,1612,3838,31464,320106,SHOPPING,33959,9,4772,8
com.app.50679,2024-01-01,384,1929,7430,145554,FINANCE,28771,8,9143,0
com.app.63770,2024-01-01,5291,6595,160536,1737643,FINANCE,249571,124,42127,38
com.app.55621,2024-01-01,6854,12792,228049,1634580,FINANCE,239976,19,129253,22
com.app.39929,2024-01-01,2623,4392,399307,2084539,FINANCE,88725,8,38568,6
com.app.82889,2024-01-01,77,1897,902,12843,FINANCE,1724,0,503,2
com.app.88516,2024-01-01,576,2203,814,15121,OTHERS,2440,0,312,0
com.app.50792,2024-01-01,18,1400,7542,113831,FINANCE,10104,0,4819,0
com.app.80569,2024-01-01,546,4453,11431,169454,SHOPPING,139163,40,14219,5
com.app.91390,2024-01-01,1539,15436,26086,172572,BUSINESS,159477,35,104690,38
com.app.83359,2024-01-01,2067,3777,112395,591203,SHOPPING,35870,6,12991,4
com.app.55537,2024-01-01,105,9782,13563,139100,OTHERS,2248,2,1217,1
com.app.65216,2024-01-01,1708,6341,9318,194478,FINANCE,9903,0,4344,1
com.app.27567,2024-01-01,944,1678,7733,126862,TRAVEL_AND_LOCAL,2473,0,1400,1
com.app.21397,2024-01-01,3187,10400,51576,504715,OTHERS,129973,10,48639,1
com.app.18711,2024-01-11,1364,2176,86797,449356,BUSINESS,56377,30,14980,3
com.app.86367,2024-01-11,1839,2424,90749,650980,FINANCE,42514,51,18398,13
com.app.88509,2024-01-11,31157,29713,3563228,24141789,OTHERS,964719,352,498095,154
com.app.93131,2024-01-11,129,1808,12422,32926,BUSINESS,2965,1,1245,1
com.app.19821,2024-01-11,23978,28841,463908,5068782,FOOD_AND_DRINK,802865,6,278271,4
com.app.36257,2024-01-11,7936,8491,613734,1977349,BUSINESS,97739,140,57010,51
com.app.15675,2024-01-11,4452,3034,106850,780191,FINANCE,551639,452,85373,246
com.app.60770,2024-01-11,209,1810,16426,39126,FOOD_AND_DRINK,3570,0,1717,1
com.app.35851,2024-01-11,1510,9907,14857,184290,OTHERS,24589,9,6189,2
com.app.68015,2024-01-11,3272,28184,126950,1312069,OTHERS,554734,71,136286,17
com.app.78470,2024-01-11,3402,3803,29162,455423,SHOPPING,98511,41,27506,15
com.app.64140,2024-01-11,792,6630,95687,747476,SHOPPING,202127,149,26458,15
com.app.17806,2024-01-11,7090,40037,385345,3597937,OTHERS,687323,502,169004,46
com.app.84714,2024-01-11,1554,14822,154556,1003625,OTHERS,340691,198,59094,9
com.app.82896,2024-01-11,1215,3334,24224,185846,FINANCE,16166,89,3431,16
com.app.77385,2024-01-11,3267,4532,394879,1947208,FINANCE,201539,369,79817,9
com.app.21603,2024-01-11,2516,7347,452917,6937308,FINANCE,62841,191,18660,38
com.app.93571,2024-01-11,21133,139177,3408955,13705363,OTHERS,1048383,1143,319744,88
com.app.87362,2024-01-11,10490,28675,201548,827764,OTHERS,664194,16,257957,-8
com.app.61743,2024-01-11,2357,4461,58871,499779,SHOPPING,202213,83,47873,5
com.app.32607,2024-01-11,1770,2132,98810,530637,FINANCE,82261,218,21298,40
com.app.31679,2024-01-11,2188,5601,272840,1333675,FINANCE,280251,263,140040,17
com.app.62109,2024-01-11,10978,22126,1494408,7048664,FINANCE,825197,1357,317127,58
com.app.41189,2024-01-11,14003,75254,7787207,19109205,FINANCE,3523948,2775,953367,114
com.app.19772,2024-01-11,944,5824,422027,891375,FINANCE,181546,173,56265,4
com.app.80525,2024-01-11,962,5276,14325,230789,FINANCE,287813,-6,158704,-6
com.app.80610,2024-01-11,10876,138268,1141668,10361455,BUSINESS,897161,430,360635,104
com.app.33540,2024-01-11,7336,13183,742364,3675840,FINANCE,231870,729,82644,36
com.app.44002,2024-01-11,243,9880,16625,149544,TRAVEL_AND_LOCAL,8109,20,3356,2
com.app.99432,2024-01-11,8435,15101,1122282,3016801,BUSINESS,245537,42,138784,13
com.app.23305,2024-01-11,31831,130548,5378291,29040119,OTHERS,2551159,703,1133883,271
com.app.24343,2024-01-11,2283,9775,17874,219557,TRAVEL_AND_LOCAL,14336,19,4377,5
com.app.36648,2024-01-11,414,2451,337030,684144,FINANCE,146469,101,46103,12
com.app.31454,2024-01-11,202,1864,4867,52846,OTHERS,1131,0,693,0
com.app.31097,2024-01-11,1858,7197,12586,162431,TRAVEL_AND_LOCAL,8552,9,3197,1
com.app.85231,2024-01-11,438,1708,16531,71428,FINANCE,36507,1,21547,1
com.app.59245,2024-01-11,326,1825,24029,182622,FINANCE,7164,2,3983,7
com.app.60423,2024-01-11,2485,6838,69752,654038,SHOPPING,83926,20,42110,3
com.app.95194,2024-01-11,11748,33487,647791,4770175,SHOPPING,537991,517,213841,37
com.app.48189,2024-01-11,264,1413,7741,43654,FINANCE,24427,12,9112,1
com.app.74794,2024-01-11,5105,14670,197880,1666621,SHOPPING,203098,14,73261,0
com.app.22262,2024-01-11,2897,5660,83956,649829,FINANCE,85585,199,17534,21
com.app.37904,2024-01-11,11458,16931,53552,464072,SHOPPING,986,86,389,19
com.app.72653,2024-01-11,1027,1550,18050,108212,FINANCE,36130,12,15300,4
com.app.55481,2024-01-11,1359,3060,23580,289998,FINANCE,47703,18,25446,11
com.app.65327,2024-01-11,3648,4954,60268,587195,SHOPPING,199311,28,66256,2
com.app.40009,2024-01-11,720,1686,85993,301038,OTHERS,63563,9,25254,2
com.app.68335,2024-01-11,408,1809,9642,69137,FINANCE,4751,0,3229,1
com.app.96897,2024-01-11,1213,3163,37419,316938,FINANCE,11371,16,5349,14
com.app.95243,2024-01-11,1953,5587,88983,535000,FINANCE,27386,28,15226,9
com.app.14509,2024-01-11,34761,56339,1387233,5859705,FINANCE,1249232,1240,585582,182
com.app.66274,2024-01-11,364,688,20155,78376,BUSINESS,22257,3,12707,1
com.app.71740,2024-01-11,100,1463,10136,34749,FINANCE,8328,0,4351,2
com.app.37148,2024-01-11,293,1445,12325,51715,FINANCE,15891,7,8615,0
com.app.64353,2024-01-11,791,2475,311435,727209,FINANCE,24079,5,9263,2
com.app.94251,2024-01-11,519,1359,64685,206228,FINANCE,67838,20,17138,7
com.app.95444,2024-01-11,444,1938,2965,35142,FINANCE,2797,3,1050,1
com.app.97988,2024-01-11,362,6121,7067,58995,SHOPPING,10747,0,4233,0
com.app.64851,2024-01-11,134,1497,6330,79808,FINANCE,10168,22,1161,2
com.app.24391,2024-01-11,65,2079,5158,75285,OTHERS,1209,16,732,8
com.app.36612,2024-01-11,299,4948,22215,175173,SHOPPING,1218,15,502,2
com.app.24438,2024-01-11,4870,10945,55128,574666,OTHERS,75220,66,29343,17
com.app.30329,2024-01-11,24544,79507,844241,10270136,FOOD_AND_DRINK,1403777,1064,170393,35
com.app.59849,2024-01-11,2131,22111,31964,589804,OTHERS,1474479,-57,375234,-49
com.app.64764,2024-01-11,789,1693,18345,150152,FINANCE,41657,3,15429,0
com.app.50760,2024-01-11,366,684,43395,167338,BUSINESS,58581,23,11155,1
com.app.54019,2024-01-11,397,4965,5564,74138,SHOPPING,2108,6,272,1
com.app.45949,2024-01-11,10691,40840,512659,3494751,OTHERS,487190,1636,43038,117
com.app.87209,2024-01-11,40,1942,4455,51741,FINANCE,2467,14,491,3
com.app.62062,2024-01-11,871,3462,25107,446505,SHOPPING,52823,6,1861,0
com.app.37541,2024-01-11,3823,3813,43383,430806,SHOPPING,155568,17,47500,2
com.app.13655,2024-01-11,882,1625,17927,75685,FINANCE,62706,-4,26366,-4
com.app.92210,2024-01-11,674,4347,9043,103476,TRAVEL_AND_LOCAL,8860,4,3550,0
com.app.45088,2024-01-11,14985,88242,4136268,12352641,FINANCE,2638101,2589,461306,201
com.app.31404,2024-01-11,174,1400,10620,41159,FINANCE,13239,3,6925,0
com.app.97802,2024-01-11,191,8076,5733,54247,OTHERS,2419,3,1017,5
com.app.23207,2024-01-11,1008,7366,34101,320552,FOOD_AND_DRINK,110845,2,27955,0
com.app.48065,2024-01-11,6480,26933,660911,4064869,SHOPPING,525009,229,101337,22
com.app.58221,2024-01-11,1209,9836,109007,702892,OTHERS,92378,63,17708,16
com.app.36145,2024-01-11,6426,14290,238049,1839014,SHOPPING,187998,46,70229,11
com.app.91525,2024-01-11,155,7236,5792,64504,TRAVEL_AND_LOCAL,3877,3,708,1
com.app.18251,2024-01-11,510,2201,49438,248580,FINANCE,75090,93,15670,11
com.app.64634,2024-01-11,102,2023,1205,15364,TRAVEL_AND_LOCAL,542,0,335,0
com.app.37962,2024-01-11,3249,8347,154008,1399071,TRAVEL_AND_LOCAL,82232,38,39133,19
com.app.37873,2024-01-11,561,14779,31448,282864,OTHERS,46777,4,16393,5
com.app.91093,2024-01-11,4678,15145,422240,2451703,FINANCE,169114,51,94811,31
com.app.88832,2024-01-11,905,4627,18002,176479,SHOPPING,5883,21,2509,2
com.app.38566,2024-01-11,1589,4952,107957,486481,BUSINESS,75175,116,24470,14
com.app.72306,2024-01-11,619,7714,37528,247184,BUSINESS,34305,5,14611,5
com.app.96938,2024-01-11,0,6612,49686,199224,OTHERS,43726,12,15370,4
com.app.47280,2024-01-11,24155,65646,8851328,21401215,FINANCE,6370540,2061,1465328,83
com.app.88311,2024-01-11,746,2403,10958,62497,FINANCE,4212,14,663,1
com.app.97976,2024-01-11,870,9086,7940,88602,SHOPPING,8108,21,3055,5
com.app.72656,2024-01-11,1487,6874,75444,424871,OTHERS,45868,13,8879,2
com.app.19872,2024-01-11,504,1784,39009,237065,OTHERS,43369,21,5011,1
com.app.90842,2024-01-11,883,1759,37835,158618,FINANCE,41346,9,21692,4
com.app.78794,2024-01-11,48175,153322,6891578,21917877,FINANCE,2117119,1234,956436,543
com.app.38543,2024-01-11,754,6935,5946,104668,SHOPPING,18856,2,7284,1
com.app.47938,2024-01-11,705,1842,2038,33714,SHOPPING,2653,1,1213,0
com.app.89044,2024-01-11,72,1947,1907,10411,FINANCE,1306,1,808,0
com.app.85803,2024-01-11,115,890,5881,63550,BUSINESS,3201,8,857,0
com.app.88484,2024-01-11,23800,80653,2493752,11693926,SHOPPING,1934216,331,688380,2
com.app.81754,2024-01-11,178,7349,7250,77515,TRAVEL_AND_LOCAL,698,1,405,0
com.app.89034,2024-01-11,412,1809,33600,367442,OTHERS,2536,2,1605,1
com.app.53788,2024-01-11,180,1400,1665,19124,OTHERS,12725,0,5832,0
com.app.16773,2024-01-11,5416,14022,431770,2473982,FINANCE,110399,25,62354,16
com.app.92275,2024-01-11,5718,6126,82439,725034,SHOPPING,224218,56,28061,1
com.app.31153,2024-01-11,18208,53204,1837290,5878072,FINANCE,1044519,819,183167,99
com.app.20657,2024-01-11,228,1912,4699,28468,OTHERS,7648,5,1310,0
com.app.90856,2024-01-11,458,2346,23538,167110,FINANCE,15576,10,6751,4
com.app.34625,2024-01-11,766,2382,25820,169929,FINANCE,8274,0,2920,1
com.app.78762,2024-01-11,177,8777,87394,183170,OTHERS,89078,1,33863,0
com.app.79754,2024-01-11,639,6570,11749,170982,OTHERS,99613,234,6641,18
com.app.60633,2024-01-11,412,10645,44592,426038,OTHERS,176637,3,18340,7
com.app.17441,2024-01-11,1615,3968,31464,320106,SHOPPING,34453,61,4844,6
com.app.50679,2024-01-11,384,1613,14020,142010,FINANCE,28885,18,9163,1
com.app.63770,2024-01-11,5905,6197,317398,1766991,FINANCE,252006,206,42392,31
com.app.55621,2024-01-11,6154,18959,369219,1625932,FINANCE,240467,68,129523,37
com.app.39929,2024-01-11,2638,4941,456408,2121966,FINANCE,88998,25,38696,12
com.app.82889,2024-01-11,77,1936,1469,12984,FINANCE,1750,6,514,1
com.app.88516,2024-01-11,576,8611,1272,15491,OTHERS,2451,2,313,0
com.app.50792,2024-01-11,18,1402,9267,111253,FINANCE,10103,0,4818,0
com.app.80569,2024-01-11,602,4515,13466,173494,SHOPPING,139961,72,14256,0
com.app.91390,2024-01-11,1593,19896,40985,184212,BUSINESS,159878,79,105134,57
com.app.55537,2024-01-11,106,10337,49686,199224,OTHERS,2265,4,1225,1
com.app.65216,2024-01-11,1303,5944,12704,189527,FINANCE,9927,0,4352,0
com.app.83359,2024-01-11,1289,3867,124710,582039,SHOPPING,35979,8,13025,3
com.app.27567,2024-01-11,3117,2385,7961,125261,TRAVEL_AND_LOCAL,2492,3,1413,4
com.app.21397,2024-01-11,2479,9833,52842,526323,OTHERS,130086,19,48671,5
com.app.93131,2024-01-12,189,1787,13158,32966,BUSINESS,2966,0,1246,0
com.app.36257,2024-01-12,7978,8491,609101,1974230,BUSINESS,97879,85,57061,31
com.app.88509,2024-01-12,56771,29401,3950156,24009021,OTHERS,965071,349,498249,155
com.app.86367,2024-01-12,1739,2423,116124,648666,FINANCE,42565,35,18411,12
com.app.18711,2024-01-12,1364,2175,89028,451461,BUSINESS,56407,28,14983,5
com.app.60770,2024-01-12,244,1790,16787,39149,FOOD_AND_DRINK,3570,1,1718,1
com.app.19821,2024-01-12,22673,28615,512992,5044198,FOOD_AND_DRINK,802871,10,278263,3
com.app.15675,2024-01-12,3629,2526,113669,775890,FINANCE,552091,531,85619,180
com.app.78470,2024-01-12,3402,3889,24126,453307,SHOPPING,98552,25,27521,19
com.app.64140,2024-01-12,792,6962,100565,749397,SHOPPING,202276,160,26473,4
com.app.84714,2024-01-12,1544,14137,154207,1007600,OTHERS,340889,184,59103,10
com.app.68015,2024-01-12,3260,25788,130844,1304069,OTHERS,554805,43,136303,18
com.app.61743,2024-01-12,1308,2664,59627,501186,SHOPPING,202296,98,47878,0
com.app.87362,2024-01-12,5444,27841,208769,829104,OTHERS,664187,24,257929,-11
com.app.93571,2024-01-12,20848,137420,3427503,13848847,OTHERS,1049526,1420,320034,87
com.app.77385,2024-01-12,2411,4274,365731,1945344,FINANCE,201908,351,79826,11
com.app.82896,2024-01-12,1215,3375,22588,187550,FINANCE,16255,99,3447,8
com.app.32607,2024-01-12,2147,2105,93765,529376,FINANCE,82479,187,21338,18
com.app.80525,2024-01-12,962,5347,13594,229727,FINANCE,287803,-7,158699,-6
com.app.21603,2024-01-12,2516,7469,460862,6936477,FINANCE,63032,149,18698,27
com.app.31679,2024-01-12,2158,6107,249649,1331142,FINANCE,280514,255,140057,8
com.app.19772,2024-01-12,935,5708,418899,890116,FINANCE,181719,175,56269,2
com.app.62109,2024-01-12,10362,21299,1405816,7041215,FINANCE,826554,1385,317185,32
com.app.33540,2024-01-12,7107,9880,678160,3673975,FINANCE,232599,621,82680,37
com.app.35851,2024-01-12,1510,9838,14191,184723,OTHERS,24598,10,6191,0
com.app.80610,2024-01-12,10876,131961,1114132,10346486,BUSINESS,897591,378,360739,91
com.app.44002,2024-01-12,243,9797,22290,151435,TRAVEL_AND_LOCAL,8129,26,3358,1
com.app.99432,2024-01-12,8493,15014,1131594,3019032,BUSINESS,245579,48,138797,27
com.app.23305,2024-01-12,35443,131500,5841936,28946367,OTHERS,2551862,745,1134154,254
com.app.17806,2024-01-12,8585,52638,343278,3593087,OTHERS,687825,437,169050,34
com.app.24343,2024-01-12,2273,9682,17510,221388,TRAVEL_AND_LOCAL,14355,19,4382,1
com.app.41189,2024-01-12,13999,82073,7717996,19097164,FINANCE,3523742,2199,953266,85
com.app.36648,2024-01-12,414,2418,329092,683802,FINANCE,146570,110,46115,0
com.app.85231,2024-01-12,439,1710,16418,71110,FINANCE,36508,4,21546,2
com.app.31454,2024-01-12,198,1824,4556,53320,OTHERS,1130,1,693,1
com.app.59245,2024-01-12,326,1804,22473,183269,FINANCE,7166,7,3990,0
com.app.31097,2024-01-12,1151,6841,11135,161761,TRAVEL_AND_LOCAL,8561,10,3198,8
com.app.95194,2024-01-12,11436,30381,632406,4755124,SHOPPING,538508,438,213878,13
com.app.60423,2024-01-12,2483,6775,65117,651503,SHOPPING,83946,21,42113,2
com.app.48189,2024-01-12,320,1405,7590,43758,FINANCE,24439,16,9113,0
com.app.22262,2024-01-12,2898,5560,86146,654299,FINANCE,85784,121,17555,16
com.app.74794,2024-01-12,5105,14318,179997,1652141,SHOPPING,203112,12,73261,2
com.app.37904,2024-01-12,11501,25135,51283,461555,SHOPPING,1072,93,408,14
com.app.72653,2024-01-12,1027,1539,18822,107530,FINANCE,36142,3,15304,1
com.app.55481,2024-01-12,1836,3009,23816,289972,FINANCE,47721,16,25457,6
com.app.65327,2024-01-12,2452,4673,55524,584905,SHOPPING,199339,32,66258,3
com.app.96897,2024-01-12,1213,3210,42036,316729,FINANCE,11387,22,5363,8
com.app.40009,2024-01-12,721,1845,86514,301920,OTHERS,63572,12,25256,7
com.app.68335,2024-01-12,461,1779,8973,68947,FINANCE,4751,0,3228,1
com.app.95243,2024-01-12,1953,5567,75138,534250,FINANCE,27414,19,15235,12
com.app.14509,2024-01-12,18285,56961,1386368,5840105,FINANCE,1250472,1083,585764,119
com.app.66274,2024-01-12,364,666,17789,78606,BUSINESS,22260,0,12708,0
com.app.71740,2024-01-12,100,1479,9912,34367,FINANCE,8326,3,4353,0
com.app.37148,2024-01-12,289,1395,12882,51810,FINANCE,15898,3,8615,2
com.app.64353,2024-01-12,790,2310,303986,727617,FINANCE,24084,2,9265,2
com.app.94251,2024-01-12,1607,1722,50224,206727,FINANCE,67879,16,17145,1
com.app.95444,2024-01-12,444,1935,2789,35116,FINANCE,2800,1,1051,0
com.app.97988,2024-01-12,362,6103,7067,58874,SHOPPING,10746,1,4232,0
com.app.64851,2024-01-12,134,1561,8500,576592,FINANCE,10190,18,1163,2
com.app.24391,2024-01-12,65,2182,8866,73992,OTHERS,1225,22,740,13
com.app.36612,2024-01-12,299,4935,21843,175977,SHOPPING,1233,11,504,3
com.app.24438,2024-01-12,5426,10744,54108,576592,OTHERS,75286,89,29360,9
com.app.59849,2024-01-12,2282,23091,35859,577414,OTHERS,1474424,-62,375181,-53
com.app.30329,2024-01-12,24055,79962,923416,10236523,FOOD_AND_DRINK,1404841,1279,170428,38
com.app.64764,2024-01-12,748,1636,17147,150031,FINANCE,41660,3,15429,0
