appid,date,newinstalls,predictionloss,daureal,maureal,category,ratings,daily_ratings,reviews,daily_reviews
com.app.15675,2024-03-15,3710,2573,127110,792057,FINANCE,586196,550,100113,260
com.app.60770,2024-03-15,162,1775,17418,41842,FOOD_AND_DRINK,3617,1,1757,0
com.app.35851,2024-03-15,1873,9403,11898,180096,OTHERS,25232,2,6243,0
com.app.61743,2024-03-15,1555,2087,65575,469471,SHOPPING,207729,86,48341,5
com.app.68015,2024-03-15,3574,26933,150153,1098250,OTHERS,557451,55,137387,13
com.app.64140,2024-03-15,1381,2736,103028,691313,SHOPPING,210468,152,27254,13
com.app.93571,2024-03-15,23975,113268,2787671,14800637,OTHERS,1089704,427,324108,49
com.app.84714,2024-03-15,2521,14569,153131,1084191,OTHERS,351479,138,59726,10
com.app.87362,2024-03-15,11595,27946,199234,787551,OTHERS,668232,46,258876,27
com.app.78470,2024-03-15,1895,3490,24692,417848,SHOPPING,101550,34,28866,13
com.app.17806,2024-03-15,6808,51648,397241,3769692,OTHERS,714231,431,172322,36
com.app.77385,2024-03-15,3274,5795,376931,1918449,FINANCE,241073,304,81523,15
com.app.21603,2024-03-15,3399,5044,81770,836491,FINANCE,68777,66,19594,9
com.app.82896,2024-03-15,811,2474,24434,175322,FINANCE,20500,83,4022,4
com.app.80525,2024-03-15,2209,5163,11119,186342,FINANCE,287383,-6,158465,-2
com.app.32607,2024-03-15,641,1464,99443,526596,FINANCE,91522,93,22159,5
com.app.33540,2024-03-15,7368,8629,662950,3664741,FINANCE,290345,548,85641,32
com.app.31679,2024-03-15,2342,6112,243938,1275142,FINANCE,303109,155,140981,8
com.app.62109,2024-03-15,9232,20769,1473757,6882390,FINANCE,956402,1123,321886,39
com.app.41189,2024-03-15,20155,66208,8315883,19383201,FINANCE,3660862,2607,962382,75
com.app.19772,2024-03-15,1479,4643,443391,896797,FINANCE,200221,280,56731,0
com.app.80610,2024-03-15,17438,126569,1156575,9487867,BUSINESS,916700,245,367353,56
com.app.23305,2024-03-15,29913,137306,6347430,26503809,OTHERS,2590537,516,1151191,219
com.app.44002,2024-03-15,201,8232,14471,143512,TRAVEL_AND_LOCAL,9018,19,3471,2
com.app.99432,2024-03-15,8664,14920,1169943,2943314,BUSINESS,249471,73,140989,26
com.app.24343,2024-03-15,2615,5986,14574,199251,TRAVEL_AND_LOCAL,15169,6,4479,0
com.app.85231,2024-03-15,100,1599,8714,60737,FINANCE,36603,4,21598,1
com.app.36648,2024-03-15,493,2310,369434,685082,FINANCE,151142,109,46434,2
com.app.59245,2024-03-15,441,1913,23444,219678,FINANCE,7318,2,4085,2
com.app.31454,2024-03-15,234,1855,4477,65117,OTHERS,1157,0,702,0
com.app.31097,2024-03-15,765,3265,11052,114931,TRAVEL_AND_LOCAL,9080,5,3415,3
com.app.60423,2024-03-15,680,5588,53947,582716,SHOPPING,85302,18,42238,0
com.app.95194,2024-03-15,2949,30397,568803,5168175,SHOPPING,566083,526,216340,37
com.app.48189,2024-03-15,117,1087,8078,41308,FINANCE,24975,5,9183,3
com.app.22262,2024-03-15,1467,1968,88000,619152,FINANCE,92118,71,18585,13
com.app.37904,2024-03-15,12175,27431,79404,604145,SHOPPING,5049,86,1159,18
com.app.74794,2024-03-15,4074,13164,166972,1427692,SHOPPING,204539,9,73791,6
com.app.24391,2024-03-15,63,4028,7867,104285,OTHERS,3586,15,973,5
com.app.72653,2024-03-15,409,1576,19689,92619,FINANCE,36469,9,15449,2
com.app.55481,2024-03-15,709,1961,16866,159313,FINANCE,48965,19,26040,9
com.app.65327,2024-03-15,2170,4126,69581,498751,SHOPPING,200957,39,66394,9
com.app.96897,2024-03-15,961,3137,45484,330872,FINANCE,12280,16,5828,4
com.app.40009,2024-03-15,685,1853,83010,295137,OTHERS,64101,19,25436,0
com.app.68335,2024-03-15,346,1777,9691,63742,FINANCE,4814,0,3271,0
com.app.95243,2024-03-15,1863,5503,76078,562945,FINANCE,28378,9,15810,4
com.app.14509,2024-03-15,16118,54515,1503912,6149911,FINANCE,1297248,1217,593977,156
com.app.66274,2024-03-15,299,622,18348,89949,BUSINESS,25240,37,13041,3
com.app.71740,2024-03-15,95,1310,9341,33360,FINANCE,8380,1,4385,0
com.app.37148,2024-03-15,228,1229,13236,52912,FINANCE,15978,2,8670,1
com.app.64353,2024-03-15,498,1916,303239,723406,FINANCE,24326,6,9375,3
com.app.94251,2024-03-15,1830,1365,87803,267780,FINANCE,69818,15,17594,6
com.app.95444,2024-03-15,453,1906,3088,36004,FINANCE,2845,1,1080,2
com.app.97988,2024-03-15,138,1188,4828,39120,SHOPPING,10890,0,4259,0
com.app.64851,2024-03-15,122,2383,6995,603113,FINANCE,11336,19,1298,3
com.app.36612,2024-03-15,346,5037,23600,175746,SHOPPING,1997,20,605,4
com.app.24438,2024-03-15,4568,9629,51113,603113,OTHERS,80718,76,30821,31
com.app.59849,2024-03-15,1623,22924,127703,660991,OTHERS,1473341,431,374443,27
com.app.30329,2024-03-15,26672,72961,1021270,10457271,FOOD_AND_DRINK,1487463,1127,173862,69
com.app.64764,2024-03-15,1407,2239,21597,123349,FINANCE,41973,10,15501,1
com.app.50760,2024-03-15,189,648,43107,179103,BUSINESS,59958,13,11189,1
com.app.54019,2024-03-15,515,4872,4893,63096,SHOPPING,2242,1,287,0
com.app.45949,2024-03-15,9256,28526,253793,2753014,OTHERS,536879,552,46376,30
com.app.87209,2024-03-15,33,1915,4075,29621,FINANCE,3291,10,606,0
com.app.62062,2024-03-15,1352,3451,25666,286275,SHOPPING,53824,16,1918,4
com.app.37541,2024-03-15,1938,3216,46255,362973,SHOPPING,156421,19,47683,6
com.app.13655,2024-03-15,1479,1713,17651,74934,FINANCE,62675,3,26351,0
com.app.92210,2024-03-15,717,8368,11587,93666,TRAVEL_AND_LOCAL,8997,2,3600,3
com.app.45088,2024-03-15,24956,86253,4860281,13541635,FINANCE,2780379,2999,472654,141
com.app.31404,2024-03-15,95,1168,10856,39856,FINANCE,13287,1,6957,0
com.app.97802,2024-03-15,207,9965,6879,80231,OTHERS,2622,2,1117,2
com.app.23207,2024-03-15,789,7382,44703,302525,FOOD_AND_DRINK,111044,0,28003,0
com.app.48065,2024-03-15,16771,23593,726194,4018336,SHOPPING,537727,239,102408,17
com.app.58221,2024-03-15,1709,8541,86669,760756,OTHERS,94843,46,18197,7
com.app.36145,2024-03-15,2269,11847,214976,1653844,SHOPPING,203236,305,71468,25
com.app.91525,2024-03-15,155,5941,5536,54361,TRAVEL_AND_LOCAL,4058,1,743,1
com.app.18251,2024-03-15,403,2128,60400,288163,FINANCE,80971,101,16378,7
com.app.64634,2024-03-15,75,1692,974,9661,TRAVEL_AND_LOCAL,602,0,362,0
com.app.37873,2024-03-15,603,14630,32492,264680,OTHERS,47088,8,16635,4
com.app.37962,2024-03-15,3753,16401,170304,1440689,TRAVEL_AND_LOCAL,83969,44,39996,8
com.app.91093,2024-03-15,4825,14642,499376,2496352,FINANCE,174581,62,97702,27
com.app.88832,2024-03-15,1085,4680,22828,190855,SHOPPING,7346,45,2674,4
com.app.38566,2024-03-15,2728,4790,96317,554333,BUSINESS,79818,74,24914,1
com.app.48916,2024-03-15,294,6324,1537,17519,BUSINESS,406,4,155,2
com.app.72306,2024-03-15,610,1924,35677,285900,BUSINESS,34612,4,14741,1
com.app.96938,2024-03-15,0,1584,51392,290703,OTHERS,44183,7,15487,1
com.app.47280,2024-03-15,20975,65355,9057341,21569815,FINANCE,6486008,2038,1471607,82
com.app.88311,2024-03-15,734,2405,13474,79125,FINANCE,5335,18,798,1
com.app.97976,2024-03-15,794,8590,8311,102704,SHOPPING,9030,17,3231,4
com.app.72656,2024-03-15,1844,5249,133658,517148,OTHERS,49044,75,9474,10
com.app.19872,2024-03-15,464,2759,73612,321254,OTHERS,47956,66,5455,7
com.app.90842,2024-03-15,572,1563,39872,161435,FINANCE,41601,3,21833,2
com.app.78794,2024-03-15,57997,157339,7755242,23767930,FINANCE,2150731,484,970407,111
com.app.38543,2024-03-15,964,6384,6325,98602,SHOPPING,18942,2,7342,2
com.app.47938,2024-03-15,568,1935,1975,33012,SHOPPING,2655,2,1214,0
com.app.89044,2024-03-15,75,1910,1948,13076,FINANCE,1330,0,823,0
com.app.85803,2024-03-15,98,913,6294,71995,BUSINESS,3512,3,895,0
com.app.81754,2024-03-15,235,5345,7519,62895,TRAVEL_AND_LOCAL,728,0,420,0
com.app.88484,2024-03-15,21833,96731,2342544,12415312,SHOPPING,1961334,289,691873,47
com.app.89034,2024-03-15,535,1801,69984,356615,OTHERS,2710,3,1712,1
com.app.53788,2024-03-15,501,1204,1171,17779,OTHERS,12751,1,5849,0
com.app.16773,2024-03-15,6078,13014,432208,2494325,FINANCE,115789,43,65207,17
com.app.92275,2024-03-15,692,5199,67820,628513,SHOPPING,226951,73,28335,8
com.app.31153,2024-03-15,16535,50600,2014576,5997444,FINANCE,1088728,716,188049,74
com.app.20657,2024-03-15,143,1820,5081,33266,OTHERS,7904,1,1323,0
com.app.90856,2024-03-15,403,2000,23928,159482,FINANCE,16009,9,6955,3
com.app.34625,2024-03-15,863,1361,28016,165376,FINANCE,8439,7,3021,2
com.app.78762,2024-03-15,193,14451,86909,186484,OTHERS,89055,1,33854,0
com.app.79754,2024-03-15,636,8657,10165,163735,OTHERS,110471,142,7539,12
com.app.60633,2024-03-15,345,7726,38959,393281,OTHERS,176742,1,18500,0
com.app.17441,2024-03-15,1767,3684,39686,372099,SHOPPING,37525,73,5181,4
com.app.50679,2024-03-15,455,1348,12839,128973,FINANCE,30166,25,9415,2
com.app.63770,2024-03-15,5118,7120,328505,1755471,FINANCE,266240,198,45045,29
com.app.55621,2024-03-15,7992,14902,373698,1672978,FINANCE,243593,40,131305,10
com.app.39929,2024-03-15,2730,4249,489659,2198743,FINANCE,91901,45,39763,24
com.app.82889,2024-03-15,86,1916,930,7552,FINANCE,1852,5,533,0
com.app.88516,2024-03-15,293,3470,1027,15235,OTHERS,2524,1,324,0
com.app.50792,2024-03-15,516,1175,5198,26401,FINANCE,10103,0,4818,0
com.app.80569,2024-03-15,729,4435,13160,174998,SHOPPING,145046,81,14484,4
com.app.91390,2024-03-15,4694,15145,37374,198216,BUSINESS,163297,42,107556,24
com.app.55537,2024-03-15,103,4028,51392,290703,OTHERS,2389,2,1276,0
com.app.83359,2024-03-15,1208,3534,125545,577876,SHOPPING,36528,14,13223,2
com.app.65216,2024-03-15,1498,2186,9384,125055,FINANCE,10078,5,4416,2
com.app.27567,2024-03-15,1023,1617,6235,101146,TRAVEL_AND_LOCAL,2616,3,1514,1
com.app.21397,2024-03-15,2322,9591,44244,461121,OTHERS,130759,9,48943,5
com.app.86367,2024-03-16,1871,2028,92107,758791,FINANCE,44444,16,19103,6
com.app.36257,2024-03-16,8201,8420,649055,2011681,BUSINESS,101567,66,59412,35
com.app.18711,2024-03-16,1311,1937,86131,454136,BUSINESS,57931,24,15391,7
com.app.93131,2024-03-16,170,1341,14225,34264,BUSINESS,3001,0,1258,1
com.app.88509,2024-03-16,49371,26340,4895752,23435839,OTHERS,986287,353,508254,145
com.app.15675,2024-03-16,3753,2480,110984,793980,FINANCE,586746,594,100373,209
com.app.35851,2024-03-16,1622,9332,11819,179152,OTHERS,25234,8,6243,0
com.app.19821,2024-03-16,4545,26294,562083,4408400,FOOD_AND_DRINK,803418,36,278779,26
com.app.68015,2024-03-16,2771,26989,120632,1099112,OTHERS,557506,45,137400,14
com.app.60770,2024-03-16,226,1341,17390,41746,FOOD_AND_DRINK,3618,0,1757,0
com.app.64140,2024-03-16,1391,4872,86892,692760,SHOPPING,210620,118,27267,8
com.app.87362,2024-03-16,10809,26981,203760,789001,OTHERS,668278,73,258903,31
com.app.61743,2024-03-16,2008,1959,54499,469444,SHOPPING,207815,79,48346,1
com.app.78470,2024-03-16,1078,3600,40371,420618,SHOPPING,101584,36,28879,17
com.app.84714,2024-03-16,2568,14851,157082,1083884,OTHERS,351617,172,59736,7
com.app.17806,2024-03-16,7362,50506,281777,3773059,OTHERS,714662,345,172358,26
com.app.82896,2024-03-16,1838,2499,13404,174048,FINANCE,20583,40,4026,3
com.app.77385,2024-03-16,1961,4657,299744,1918045,FINANCE,241377,288,81538,6
com.app.93571,2024-03-16,26263,107640,2705254,14790230,OTHERS,1090131,369,324157,51
com.app.62109,2024-03-16,5260,18024,1143896,6879204,FINANCE,957525,968,321925,34
com.app.33540,2024-03-16,4176,6898,572219,3667066,FINANCE,290893,528,85673,19
com.app.80525,2024-03-16,975,4858,9010,185893,FINANCE,287377,-5,158462,-1
com.app.32607,2024-03-16,897,1579,81064,526042,FINANCE,91615,70,22164,7
com.app.31679,2024-03-16,1370,5145,194151,1273525,FINANCE,303264,122,140989,1
com.app.21603,2024-03-16,3413,4661,69994,838066,FINANCE,68843,50,19603,5
com.app.80610,2024-03-16,9934,119390,838237,9495496,BUSINESS,916945,205,367409,47
com.app.41189,2024-03-16,21468,60218,6731673,19374954,FINANCE,3663469,1483,962457,45
com.app.44002,2024-03-16,201,7383,13426,142492,TRAVEL_AND_LOCAL,9037,13,3473,1
com.app.19772,2024-03-16,1201,4216,268210,896275,FINANCE,200501,115,56731,1
com.app.23305,2024-03-16,34663,146749,6129041,26569222,OTHERS,2591053,524,1151410,201
com.app.99432,2024-03-16,7024,14991,1088386,2939435,BUSINESS,249544,42,141015,23
com.app.36648,2024-03-16,851,1810,253970,685131,FINANCE,151251,45,46436,4
com.app.24343,2024-03-16,1888,4880,14879,198935,TRAVEL_AND_LOCAL,15175,12,4479,0
com.app.85231,2024-03-16,166,2441,5990,60762,FINANCE,36607,12,21609,7
com.app.31454,2024-03-16,238,1578,2812,65236,OTHERS,1157,0,702,0
com.app.59245,2024-03-16,426,1385,12902,219498,FINANCE,7317,3,4087,0
com.app.95194,2024-03-16,11463,30349,521903,5154507,SHOPPING,566609,448,216377,32
com.app.60423,2024-03-16,1550,5594,54332,581771,SHOPPING,85320,36,42238,5
com.app.31097,2024-03-16,258,3137,8294,114036,TRAVEL_AND_LOCAL,9085,6,3418,4
com.app.48189,2024-03-16,148,1026,6806,41257,FINANCE,24980,10,9186,0
com.app.22262,2024-03-16,3356,1771,86267,619394,FINANCE,92189,74,18598,9
com.app.74794,2024-03-16,2862,13167,132395,1426614,SHOPPING,204548,15,73797,10
com.app.37904,2024-03-16,12186,26539,71138,609129,SHOPPING,5135,75,1177,14
com.app.24391,2024-03-16,64,2225,30432,98511,OTHERS,3601,56,978,4
com.app.72653,2024-03-16,239,1440,17867,92461,FINANCE,36478,5,15451,0
com.app.55481,2024-03-16,976,1720,13988,159296,FINANCE,48984,14,26049,6
com.app.65327,2024-03-16,2165,4344,49497,497749,SHOPPING,200996,41,66403,1
com.app.96897,2024-03-16,951,2268,31120,331819,FINANCE,12296,9,5832,5
com.app.40009,2024-03-16,696,1568,80847,294578,OTHERS,64120,10,25436,8
com.app.68335,2024-03-16,219,1341,6939,63717,FINANCE,4814,1,3271,0
com.app.95243,2024-03-16,1834,5067,59669,560096,FINANCE,28387,9,15814,4
com.app.14509,2024-03-16,7167,47752,1271816,6153332,FINANCE,1298465,679,594133,124
com.app.66274,2024-03-16,424,575,11162,89909,BUSINESS,25277,16,13044,3
com.app.71740,2024-03-16,60,1117,3441,33472,FINANCE,8381,1,4385,0
com.app.37148,2024-03-16,130,1026,11780,52812,FINANCE,15980,1,8671,0
com.app.64353,2024-03-16,928,1681,243170,722857,FINANCE,24332,4,9378,2
com.app.94251,2024-03-16,1496,1423,72881,268801,FINANCE,69833,2,17593,0
com.app.95444,2024-03-16,360,1417,2131,36062,FINANCE,2846,3,1082,0
com.app.97988,2024-03-16,61,1048,4959,39471,SHOPPING,10890,2,4258,1
com.app.64851,2024-03-16,122,2006,5157,90943,FINANCE,11355,13,1301,0
com.app.36612,2024-03-16,346,4946,24472,176581,SHOPPING,2017,24,609,2
com.app.59849,2024-03-16,5360,16616,118381,681693,OTHERS,1473772,345,374470,24
com.app.30329,2024-03-16,27019,78119,1051166,10485089,FOOD_AND_DRINK,1488590,1365,173931,76
com.app.24438,2024-03-16,4522,10042,55112,604254,OTHERS,80794,95,30852,29
com.app.64764,2024-03-16,616,1423,16651,124153,FINANCE,41983,4,15502,3
com.app.50760,2024-03-16,591,646,30748,179048,BUSINESS,59971,16,11190,0
com.app.54019,2024-03-16,444,4856,4692,63053,SHOPPING,2243,4,287,0
com.app.45949,2024-03-16,3282,27655,212247,2752987,OTHERS,537431,466,46406,22
com.app.87209,2024-03-16,33,1385,2462,29920,FINANCE,3301,3,606,0
com.app.62062,2024-03-16,1340,3224,30442,291405,SHOPPING,53840,40,1922,1
com.app.37541,2024-03-16,1914,3174,32764,362445,SHOPPING,156440,17,47689,2
com.app.13655,2024-03-16,547,1310,14612,74767,FINANCE,62678,0,26351,1
com.app.92210,2024-03-16,688,8442,8137,93153,TRAVEL_AND_LOCAL,8999,4,3603,0
com.app.45088,2024-03-16,25346,77024,4223322,13541904,FINANCE,2783378,2272,472795,122
com.app.31404,2024-03-16,47,1039,9358,40014,FINANCE,13286,0,6955,0
com.app.97802,2024-03-16,208,9856,5231,80476,OTHERS,2624,4,1119,1
com.app.23207,2024-03-16,156,7193,46257,303186,FOOD_AND_DRINK,111044,6,28003,3
com.app.48065,2024-03-16,8252,25776,617900,4016618,SHOPPING,537966,236,102425,20
com.app.58221,2024-03-16,1721,8080,60812,758791,OTHERS,94889,29,18204,6
com.app.36145,2024-03-16,5655,12315,206196,1651739,SHOPPING,203541,328,71493,10
com.app.91525,2024-03-16,155,4932,4934,54849,TRAVEL_AND_LOCAL,4059,5,744,1
com.app.18251,2024-03-16,403,1778,41940,288665,FINANCE,81072,38,16385,8
com.app.64634,2024-03-16,82,1411,832,9617,TRAVEL_AND_LOCAL,602,0,362,1
com.app.37962,2024-03-16,4421,17935,141583,1443907,TRAVEL_AND_LOCAL,84013,21,40004,18
com.app.37873,2024-03-16,603,14410,29997,266704,OTHERS,47096,8,16639,3
com.app.91093,2024-03-16,4793,12850,362829,2497847,FINANCE,174643,55,97729,19
com.app.88832,2024-03-16,1146,4857,19003,190912,SHOPPING,7391,42,2678,1
com.app.38566,2024-03-16,1227,4266,67436,553388,BUSINESS,79892,55,24915,6
com.app.48916,2024-03-16,295,6093,1533,17941,BUSINESS,410,2,157,1
com.app.72306,2024-03-16,579,1756,24496,284676,BUSINESS,34616,3,14742,3
com.app.96938,2024-03-16,0,1368,50799,290437,OTHERS,44190,2,15488,1
com.app.47280,2024-03-16,15603,60100,7520996,21563309,FINANCE,6488046,1267,1471689,82
com.app.88311,2024-03-16,570,1926,8421,79089,FINANCE,5353,7,799,1
com.app.97976,2024-03-16,774,8450,6672,102622,SHOPPING,9047,19,3235,2
com.app.72656,2024-03-16,1110,4987,96621,517402,OTHERS,49119,73,9484,12
com.app.19872,2024-03-16,489,2490,65687,321993,OTHERS,48022,63,5462,10
com.app.90842,2024-03-16,362,1446,35337,161119,FINANCE,41599,5,21835,1
com.app.78794,2024-03-16,20081,154902,7007479,23802459,FINANCE,2151215,301,970518,85
com.app.38543,2024-03-16,865,6498,5533,98272,SHOPPING,18944,2,7344,2
com.app.47938,2024-03-16,389,6166,1879,32708,SHOPPING,2657,0,1214,0
com.app.89044,2024-03-16,99,1378,1413,13020,FINANCE,1330,0,823,0
com.app.85803,2024-03-16,98,812,4359,71633,BUSINESS,3515,3,895,0
com.app.88484,2024-03-16,21845,94871,2275446,12420733,SHOPPING,1961623,389,691920,43
com.app.81754,2024-03-16,243,5459,6153,63097,TRAVEL_AND_LOCAL,728,1,420,0
com.app.89034,2024-03-16,483,1384,44472,357127,OTHERS,2713,1,1713,2
com.app.53788,2024-03-16,246,1047,1039,17776,OTHERS,12752,0,5849,0
com.app.16773,2024-03-16,6043,12324,358288,2494557,FINANCE,115832,28,65224,11
com.app.92275,2024-03-16,1616,5303,62963,627837,SHOPPING,227024,79,28343,11
com.app.31153,2024-03-16,21689,44951,1875639,6004898,FINANCE,1089444,607,188123,34
com.app.20657,2024-03-16,143,1316,4018,33105,OTHERS,7905,2,1323,0
com.app.90856,2024-03-16,403,2007,14542,159739,FINANCE,16018,7,6958,2
com.app.34625,2024-03-16,1345,1681,17474,165825,FINANCE,8446,5,3023,1
com.app.78762,2024-03-16,203,13708,83839,186550,OTHERS,89056,0,33853,0
com.app.79754,2024-03-16,636,7957,8133,163595,OTHERS,110613,145,7551,3
com.app.60633,2024-03-16,152,7393,25368,391913,OTHERS,176743,0,18500,0
com.app.17441,2024-03-16,1749,3654,36148,372263,SHOPPING,37598,55,5185,5
com.app.50679,2024-03-16,454,1066,8327,128843,FINANCE,30191,11,9417,4
com.app.63770,2024-03-16,3016,5102,226248,1754266,FINANCE,266438,183,45074,16
com.app.55621,2024-03-16,6834,13640,320699,1674070,FINANCE,243633,23,131315,10
com.app.39929,2024-03-16,3302,4206,394872,2197991,FINANCE,91946,55,39787,7
com.app.82889,2024-03-16,39,1385,994,7400,FINANCE,1857,0,533,0
com.app.88516,2024-03-16,592,3858,1011,15154,OTHERS,2525,0,324,0
com.app.50792,2024-03-16,516,1020,4460,26630,FINANCE,10103,0,4818,0
com.app.80569,2024-03-16,816,4339,13535,174861,SHOPPING,145127,85,14488,1
com.app.91390,2024-03-16,2243,15902,32123,197139,BUSINESS,163339,38,107580,8
com.app.55537,2024-03-16,102,3953,50799,290437,OTHERS,2391,0,1276,0
com.app.83359,2024-03-16,1666,3509,116139,574914,SHOPPING,36542,7,13225,3
com.app.65216,2024-03-16,1551,2486,7750,123755,FINANCE,10083,2,4418,1
com.app.27567,2024-03-16,1115,1365,5971,100476,TRAVEL_AND_LOCAL,2619,2,1515,0
com.app.21397,2024-03-16,3621,10022,41192,460253,OTHERS,130768,10,48948,5
com.app.36257,2024-03-20,7927,8463,662909,2019870,BUSINESS,101776,59,59560,40
com.app.86367,2024-03-20,2628,2279,99956,697397,FINANCE,44540,60,19148,21
com.app.93131,2024-03-20,224,1779,13287,34097,BUSINESS,3001,0,1259,1
com.app.18711,2024-03-20,1563,2019,86569,450644,BUSINESS,58040,20,15434,13
com.app.19821,2024-03-20,11847,27629,425605,4425004,FOOD_AND_DRINK,803477,6,278835,12
com.app.88509,2024-03-20,50883,28951,4023805,23479063,OTHERS,987523,315,508877,181
com.app.35851,2024-03-20,2001,9236,12054,177270,OTHERS,25264,7,6246,2
com.app.60770,2024-03-20,191,1779,16154,41591,FOOD_AND_DRINK,3619,0,1757,1
com.app.15675,2024-03-20,3789,2554,143305,829288,FINANCE,589457,915,101778,320
com.app.78470,2024-03-20,1645,5087,99512,438576,SHOPPING,101708,35,29036,34
com.app.84714,2024-03-20,2490,15175,161944,1085772,OTHERS,352311,153,59779,9
com.app.87362,2024-03-20,8132,28693,191211,785631,OTHERS,668489,83,258990,24
com.app.68015,2024-03-20,2985,28028,135913,1106950,OTHERS,557629,43,137482,18
com.app.64140,2024-03-20,1339,3464,91819,689305,SHOPPING,211015,114,27304,19
com.app.61743,2024-03-20,1980,2274,61674,471586,SHOPPING,208112,95,48359,15
com.app.93571,2024-03-20,25748,107618,56196,14746574,OTHERS,1091763,484,324367,47
com.app.17806,2024-03-20,6475,30079,452105,3776467,OTHERS,715894,489,172542,56
com.app.82896,2024-03-20,907,2819,22714,166176,FINANCE,20824,71,4053,12
com.app.80525,2024-03-20,1095,5075,10933,183726,FINANCE,287347,-7,158443,-2
com.app.77385,2024-03-20,3634,5659,369093,1915980,FINANCE,242521,292,81586,17
com.app.31679,2024-03-20,2769,5914,254359,1266335,FINANCE,303873,189,141011,6
com.app.32607,2024-03-20,1097,1797,104745,524960,FINANCE,91929,104,22206,5
com.app.21603,2024-03-20,4269,7140,81691,842369,FINANCE,69045,63,19631,1
com.app.62109,2024-03-20,10194,19847,1434958,6870085,FINANCE,961462,1113,322061,38
com.app.19772,2024-03-20,1704,3729,456461,896503,FINANCE,201217,282,56750,6
com.app.33540,2024-03-20,6993,9378,696024,3668628,FINANCE,292795,600,85764,27
com.app.80610,2024-03-20,15560,120716,1070755,9499916,BUSINESS,917747,237,367686,63
com.app.44002,2024-03-20,201,4889,12798,141420,TRAVEL_AND_LOCAL,9091,6,3476,3
com.app.41189,2024-03-20,20791,69273,8335723,19395571,FINANCE,3669199,2889,962838,134
com.app.23305,2024-03-20,41019,131761,5831804,26653591,OTHERS,2592903,520,1152337,278
com.app.85231,2024-03-20,187,1598,5428,59756,FINANCE,36644,3,21636,1
com.app.99432,2024-03-20,8288,17130,1172958,2933744,BUSINESS,249693,96,141156,59
com.app.36648,2024-03-20,728,2264,358371,686381,FINANCE,151438,51,46449,2
com.app.24343,2024-03-20,792,6457,14723,199333,TRAVEL_AND_LOCAL,15219,4,4480,1
com.app.59245,2024-03-20,277,1939,26456,220970,FINANCE,7322,3,4090,1
com.app.31097,2024-03-20,913,3280,9138,113051,TRAVEL_AND_LOCAL,9112,8,3433,4
com.app.31454,2024-03-20,224,1779,6737,65901,OTHERS,1157,0,702,1
com.app.60423,2024-03-20,3227,5534,53781,577667,SHOPPING,85431,21,42249,4
com.app.95194,2024-03-20,13755,30195,548054,5093992,SHOPPING,568238,429,216537,40
com.app.48189,2024-03-20,158,1129,8096,41222,FINANCE,25004,5,9188,2
com.app.74794,2024-03-20,6149,13539,160534,1414652,SHOPPING,204587,11,73824,3
com.app.37904,2024-03-20,12747,30017,74863,627201,SHOPPING,5383,59,1234,12
com.app.24391,2024-03-20,68,2472,6326,97206,OTHERS,3726,9,988,2
com.app.22262,2024-03-20,3879,2018,81492,613914,FINANCE,92597,141,18690,11
com.app.72653,2024-03-20,239,1596,16403,92153,FINANCE,36489,1,15457,1
com.app.55481,2024-03-20,1316,2786,16025,158348,FINANCE,49045,10,26090,14
com.app.65327,2024-03-20,2040,3995,51135,497045,SHOPPING,201109,29,66413,6
com.app.96897,2024-03-20,967,3409,44337,337839,FINANCE,12349,16,5875,8
com.app.40009,2024-03-20,653,1611,82231,294222,OTHERS,64159,4,25441,4
com.app.68335,2024-03-20,224,1779,9087,63129,FINANCE,4819,0,3274,0
com.app.95243,2024-03-20,1768,5648,82184,569154,FINANCE,28420,4,15827,7
com.app.14509,2024-03-20,17119,51738,1328947,6165230,FINANCE,1301423,966,594736,129
com.app.66274,2024-03-20,309,634,19682,90328,BUSINESS,25358,40,13060,4
com.app.71740,2024-03-20,80,1302,9352,33277,FINANCE,8381,0,4385,0
com.app.37148,2024-03-20,139,1187,12619,52702,FINANCE,15982,1,8673,2
com.app.64353,2024-03-20,845,1305,283916,723656,FINANCE,24348,3,9388,2
com.app.94251,2024-03-20,788,1323,83927,274793,FINANCE,69861,5,17630,2
com.app.95444,2024-03-20,173,1916,3208,36030,FINANCE,2851,3,1084,0
com.app.97988,2024-03-20,47,1182,4119,40141,SHOPPING,10894,1,4257,1
com.app.64851,2024-03-20,122,2210,10058,93391,FINANCE,11413,16,1303,3
com.app.36612,2024-03-20,346,4777,19046,178053,SHOPPING,2087,15,619,4
com.app.59849,2024-03-20,4109,22041,87541,721750,OTHERS,1474659,168,374501,25
com.app.24438,2024-03-20,4363,9656,57291,606673,OTHERS,81193,105,30977,31
com.app.30329,2024-03-20,28035,75713,949529,10555643,FOOD_AND_DRINK,1493425,1192,174169,57
com.app.64764,2024-03-20,876,1674,18419,126307,FINANCE,42003,8,15507,5
com.app.50760,2024-03-20,386,654,45178,178237,BUSINESS,60044,25,11193,0
com.app.54019,2024-03-20,459,4603,5298,62507,SHOPPING,2251,2,287,0
com.app.45949,2024-03-20,3291,29291,275488,2724509,OTHERS,539615,671,46543,46
com.app.87209,2024-03-20,33,1906,4790,30773,FINANCE,3338,15,609,2
com.app.62062,2024-03-20,1479,4210,23539,301068,SHOPPING,53950,16,1927,2
